"gene.symble","TPM"
"ACCS",0.0360171879388846
"C7orf25",0.0360521314846363
"CARD11",0.0360801666795935
"ADORA1",0.0361121322399243
"MRGPRF",0.0361209423874297
"RAG1",0.0361463602876067
"HBA1",0.0362053662615956
"PHEX",0.0362789816870183
"GULP1",0.0362804754133652
"ZNF541",0.0363598628321675
"PDE2A",0.0363727528527373
"COL4A3",0.0363837887327249
"MYO16",0.0364031758076866
"WNT10A",0.0364329842147146
"KCNH2",0.0365411379310727
"CCL25",0.0365946258338927
"KCNH6",0.0365992357507107
"CA2",0.0365993942483092
"C9orf129",0.0366252905075535
"ZMAT1",0.0366265317480398
"ZAN",0.0366421739666919
"FZD8",0.0366931897555638
"RP1L1",0.0367113136288928
"ANK1",0.036739539954697
"SPINK9",0.0367431683110554
"SLC39A2",0.03674797981175
"CDH23",0.036763308931227
"PDZD9",0.036831389158282
"CNTN4",0.0369084530776303
"OLFM3",0.0369978388023189
"P2RY14",0.0370501652102433
"RNASEL",0.0371488042332481
"C19orf33",0.0371506999888346
"KCNH7",0.0372074715661439
"CSF2",0.0372649493209161
"MLANA",0.0372861928666827
"UTY",0.0373329322046365
"GRHL3",0.037456062535254
"HIST2H4B",0.0375603711962129
"TMEM246",0.0376279050944613
"IYD",0.037718527398262
"TMEM72",0.0377577557395164
"PPM1J",0.0377676121532726
"RHAG",0.0378160280194961
"NOS2",0.0378552206150606
"C9orf135",0.0378629538911842
"HIST1H4I",0.0378680047752167
"MAGEB6",0.0379524851689811
"CPNE9",0.038069928281777
"BTN1A1",0.0381084862763656
"FHDC1",0.0383335820514209
"PTH2R",0.0384363880295914
"ILDR2",0.0384513965312323
"IL1RAPL1",0.038485844685809
"CHRNB2",0.0385342089955839
"THSD7B",0.038547016845793
"SCGB1D2",0.0387057062237125
"BTC",0.0387359236405562
"SLC28A2",0.0387947610343735
"WDR93",0.0388357380085849
"RCAN2",0.0388400179811503
"AKT3",0.0389883877331398
"TNFSF8",0.0390493729013815
"BPIFB1",0.03914950871784
"DSEL",0.039164157882384
"MPP2",0.0392794672723827
"PDZD3",0.0393719421208146
"ADAM23",0.0393784928719636
"STARD6",0.0393970306570523
"RPL39L",0.0394214554836495
"DAB2",0.0396086604655662
"NRN1L",0.0396306104264353
"CPA5",0.0396369542292836
"SGCZ",0.0396546067435035
"GCGR",0.0397725414247024
"PYGM",0.039903577069013
"HEYL",0.039924996701403
"CLCF1",0.0400585817212211
"ATP6V0D2",0.0400592098823222
"RASGRP1",0.0400639440793609
"FOXP3",0.0401078629262012
"ZBTB16",0.0401252293636862
"PCDHB6",0.0401292907909795
"KCNE1",0.0401708993345697
"GPR171",0.0401746876240442
"AREG",0.0401945343743827
"SFMBT2",0.0402021811147268
"ASIC2",0.0402734823040782
"SHISA9",0.0403561053776923
"TRIM72",0.0403908476910613
"HBM",0.0404608486143074
"COL21A1",0.0404799472501079
"FBXO15",0.0405075861941263
"DENND2A",0.0405302702688272
"PTPRT",0.0405452294514927
"DLL4",0.0405938475211322
"B3GALT1",0.0406190541775069
"CACNA2D3",0.0406800324866128
"TPD52L1",0.0407785688249423
"NOD2",0.0408171234905919
"ALOX15",0.0408972861173397
"CEACAM20",0.040944438588541
"SPANXN3",0.0409587943921746
"REN",0.0410098702169794
"BATF3",0.0410670964666566
"TTC16",0.0411742538910139
"LPO",0.0412024828271776
"OR4C6",0.0412142085898368
"PRKG1",0.041228695030055
"GAL",0.0412539738014122
"CPEB1",0.0412574102224613
"RBPMS2",0.0412996199855345
"HSF5",0.0413184371340805
"MMP25",0.0413230412704827
"SAMD12",0.0413282770595834
"ZCCHC18",0.0415230571930607
"LRRC3C",0.0415961137269421
"TUBAL3",0.0415971408063518
"GUCA2A",0.041628903793207
"SLC25A2",0.0417232004246849
"FAM49A",0.0417611219279516
"KRT38",0.0418523670119769
"CHKB",0.0418763967534655
"GRPR",0.0418870140469763
"HAUS7",0.0419466281537245
"DUOXA2",0.0419596676740851
"EMP1",0.0421355894812878
"HYPK",0.0421545683680621
"NANOS3",0.0421977754743016
"DNAH3",0.0423033535170059
"CER1",0.0423299699508007
"MSN",0.042363308182758
"RYR1",0.0423647372160663
"PCDHB7",0.04238214745313
"FOXD2",0.0423840546860076
"CNTNAP5",0.0425039428191287
"SLC26A7",0.0426163061170113
"DEFB124",0.04264977481168
"GGTLC3",0.0426523338956761
"TNF",0.0427983666444926
"MMEL1",0.0428293348386176
"TMEM249",0.0428637183639795
"MAFA",0.0429126007925497
"PSORS1C1",0.042916779521598
"MECOM",0.0429310602512342
"CCL26",0.042955837779732
"FAM171B",0.0429885808943831
"TSPAN11",0.0430765571563919
"SNPH",0.0430778317169003
"FPR1",0.0431348249554094
"CYB5R2",0.0431458254798181
"OLFML2A",0.04317636693091
"C2orf81",0.0431810852817951
"SLC26A9",0.043278272465044
"GDF10",0.0434432988866473
"GLRB",0.0434498180709361
"SLC6A2",0.0435238670056649
"SLC45A4",0.0435946443034446
"SMPD3",0.0436013683283755
"KATNAL2",0.0436015386807562
"MUC13",0.0436305068093657
"SYT17",0.0437021228154593
"YJEFN3",0.043762872378615
"PRSS3",0.0438503821826696
"SCN11A",0.0438838003849103
"ARHGEF4",0.0439994305645204
"HLA-DRB1",0.0440268579128431
"CIITA",0.0440515408346436
"KCTD16",0.0440587627725369
"EHD3",0.0440658646387174
"CTRL",0.044151292298644
"LGALS9",0.0442639110523513
"PREX1",0.0446038831926504
"HTR7",0.044639193283398
"CRB1",0.0446397112783756
"CTSZ",0.0446420335708893
"ARHGAP22",0.0447375228641478
"DGKH",0.0447463202684857
"JPH2",0.0447507515514592
"DOC2A",0.0447702569562597
"ASPHD2",0.0447984096965822
"CDH5",0.045033261076937
"VCAM1",0.0450390064192704
"FBN3",0.0451176733450003
"CAV3",0.0451432670347933
"MYH7B",0.0451560686587775
"FSTL5",0.0451993516182213
"A1BG",0.0452068358993777
"GMPR",0.0452962985283689
"CNTNAP3",0.0454098313760257
"CPAMD8",0.0455419819508185
"GNA14",0.0455450127028195
"MGAT3",0.0456931919416137
"CBY3",0.0458714800261789
"CD101",0.0459334135774275
"TAS2R9",0.0459389794352755
"ZNF354C",0.0461415098487095
"NOSTRIN",0.0461999907584041
"SCN3B",0.0462160469811103
"MAP3K7CL",0.0462826438685942
"RIMBP3",0.0463714573556264
"CHRNB3",0.0463726707517886
"KCNC4",0.0464415596189688
"PRKG2",0.0464691728990775
"COL23A1",0.0465263179194795
"WIPF3",0.0465355090456772
"CNDP1",0.0466328357152855
"CACNA1C",0.0466559320997935
"GPR158",0.0466949159140798
"RAB4B-EGLN2",0.0467067532255595
"CLEC4F",0.0467548270598815
"LEFTY2",0.0467616206105878
"CFHR5",0.046863388456
"OR6B1",0.046892303484231
"ANO2",0.0470504503387619
"KIAA1324",0.0470740107913369
"RPP25",0.0470835043782071
"TRPM2",0.0470871710573419
"PITX3",0.0471395175613353
"TXNDC5",0.047168041112819
"KLHL4",0.0472748891474685
"NLRP12",0.0474654999433558
"TRAF5",0.0475768595057716
"CST4",0.0476943149566356
"LCA5L",0.0479143132709447
"DEFB1",0.0479539370148765
"COL24A1",0.0480414494750857
"FOXN1",0.048046365502042
"UCN2",0.0480472779418085
"SSTR1",0.0480898532098645
"SLC26A8",0.0480901502677297
"TMEM74",0.0481228702044493
"TPPP",0.0481962810171834
"ARAP3",0.0481984851323059
"COL26A1",0.0482850812376132
"CLEC2L",0.0483221565844848
"EIF4E3",0.0483420628896768
"FAXC",0.0485145629165314
"PRDM7",0.0485236549602797
"HK3",0.0486130976853867
"RBM7",0.0486525329878919
"SCTR",0.0487771355315858
"CSPG5",0.0487981252113284
"DAAM2",0.0488584784937639
"CACNG4",0.0488863550130155
"C17orf98",0.0488939945405026
"OLFM2",0.0489432688749451
"RUNDC3A",0.049052338876844
"HOXA1",0.0491110058801086
"CNBD2",0.0492090126642591
"COX6A1",0.0492152172655686
"CD8A",0.0493166505814713
"TNNI1",0.0494244657332795
"LGI4",0.0495388368238816
"FA2H",0.0498045043625029
"TRERF1",0.0498503766793723
"FAM131C",0.0498631348757255
"LRRC4C",0.0499072377269807
"SLC30A4",0.0501412597178473
"ZNF763",0.0502344331083366
"SAMD14",0.0502634462930898
"C17orf50",0.0502723279903282
"SRPX",0.0502746237577378
"PRPH2",0.050278431856807
"CALB2",0.0503109434208145
"SOX15",0.0503602682317339
"ALOXE3",0.0503727576157913
"ZP3",0.0503763950629377
"ALPK3",0.0503765900756985
"CNBD1",0.0505903893503177
"ZNF10",0.0506117008235157
"RASGEF1B",0.0506931545657311
"RNF152",0.050841294509321
"SLC4A3",0.0508529365612592
"ZCCHC12",0.0508825390056449
"DISP2",0.0509065330017124
"ZFR2",0.0509110076460878
"NXPH4",0.0509124295572281
"RASGEF1C",0.0509228754276441
"ECHDC3",0.0509462484472426
"IL3RA",0.0510855006833776
"LYZL1",0.0511290355154649
"FAM155A",0.051134648260822
"ACSBG1",0.0512785089862761
"DES",0.0513436419663046
"KCNH8",0.0513640347045912
"FAM166A",0.051364827282157
"LEFTY1",0.0513704903218299
"RBM44",0.0513807333371865
"ITGA7",0.0513965384302207
"PSG5",0.0515104237288292
"TNFSF13B",0.0515208956007484
"MIA2",0.0515430705801497
"FAM167B",0.0516360869473996
"FOLR1",0.0517215690943824
"FLRT1",0.0517357430299919
"INSL3",0.0517412722704867
"SYT12",0.0517439503190187
"LRP1B",0.0518678900939874
"C2CD4A",0.051885181739979
"LMX1A",0.0519322143740455
"HTR1E",0.0519373869220197
"SAMD7",0.0519388833287077
"EDARADD",0.0520134763154473
"MAK",0.0520552978648858
"ADAMTS9",0.0520714529658136
"KIF21B",0.0521237613223643
"POU2F2",0.05213467021835
"MEIS3",0.0521475875462281
"P2RX7",0.0522954220128231
"RFTN2",0.0523995232705404
"CDCP1",0.0524835162141335
"ATP6V0A4",0.0525290305666065
"PNPLA1",0.0525411991626223
"CALY",0.0525457785753861
"TRABD2A",0.0525923836694655
"MMP7",0.0526067285118603
"SPOCK1",0.0527244368151691
"AMTN",0.0527321036181205
"LAMA2",0.0527370532839227
"TEX30",0.0528795015369468
"CPNE7",0.053100499312454
"ST8SIA5",0.0531368278905249
"WDR63",0.0532111422892523
"GPBAR1",0.0533282853127448
"DNAAF3",0.0534749032006809
"SMTNL1",0.0535507020498992
"ART1",0.0535534139135639
"SPOCD1",0.0536598622649099
"PAIP2B",0.0538776940102182
"SMCO2",0.0540820576094521
"FAM71F2",0.0540877999647018
"CALCB",0.0541493255652843
"CACHD1",0.0541970691470905
"CEBPE",0.054210430724905
"RBM20",0.0542472996064387
"LGSN",0.0543441480886568
"ITGA9",0.0543625729962321
"CITED1",0.0543778806246793
"RAD51AP2",0.0545281637056717
"ANKK1",0.0545572420992204
"KCNAB3",0.054596740691616
"EXOC3L1",0.0546333426485298
"RIMS4",0.0547356697427007
"KLK15",0.0548089594997028
"H3F3C",0.054874385146674
"S1PR1",0.0549891435020351
"F8",0.0549934992076405
"SHROOM4",0.0550689026886289
"PDK4",0.0550923008239966
"ZNF534",0.0551716692054864
"PPEF1",0.0551906211243896
"ANKLE1",0.0551967188296084
"WFDC2",0.0552543173276626
"FAM83C",0.0553201609470456
"ABCA12",0.0553581621295934
"CNIH2",0.0553755292565243
"BGN",0.0554113919885245
"CA12",0.0554350744066278
"AC007950.1",0.0554404574001838
"UCN3",0.0555781946850337
"ZNF580",0.0555846903991555
"UNC13C",0.0556519900565696
"CHODL",0.0559007059812908
"TRPM5",0.0559899802916256
"C16orf74",0.0560318341737972
"IL5RA",0.0560456468299543
"CYP2E1",0.0561513374859489
"MOB3B",0.0562824418731162
"PRSS57",0.0566713143186775
"MAP1LC3A",0.0567811082889696
"TNFRSF1B",0.0568252474510063
"NKG7",0.056848623231597
"DPYSL3",0.0569834834013676
"S1PR4",0.0571518578910754
"RAB6B",0.057199146000842
"GLYAT",0.0572987094911036
"GABRR2",0.0573060000166156
"DPEP2",0.057312786563556
"TRPM3",0.0573694146574267
"FOXN4",0.0574436828702397
"ADAM8",0.0575682941265859
"CTBP2",0.0575708826653925
"PLCE1",0.0576161012954747
"ADIRF",0.057707461193718
"SLC17A4",0.0577682852321589
"RSPH6A",0.057843213458098
"OPRD1",0.0578529126526309
"TMEM40",0.05801210583034
"CCDC83",0.0580575278853576
"EYS",0.0581074471058583
"ATP6V1G2",0.0581221167087351
"C6orf58",0.0581501660400137
"NECAB2",0.0582351117462971
"CD274",0.0582436255991589
"ESR1",0.0582619422507728
"GLT8D2",0.0582834837767188
"TPH1",0.0583010431665716
"FBXW10",0.0583693998795443
"CHRNA2",0.0585070254752784
"SP6",0.0586463466546038
"CTNNA3",0.0588197061174089
"NUTM2B",0.0588470564690054
"FBXL16",0.0588735266001362
"YBX2",0.0590409469239348
"APBB3",0.0590795458825163
"TMEM92",0.0593763922014349
"PKD1L3",0.0594959857436144
"MMP9",0.0596360028199842
"FSIP1",0.0596375728031021
"CDH10",0.0597896846078628
"KCNRG",0.0598967867610446
"DMRTA1",0.0599120664742137
"LYZL2",0.0599340569638918
"SYTL4",0.0600236745790879
"HRK",0.0600718859386083
"SCN4A",0.0600888515538876
"C3orf22",0.0601823690333459
"MYLK2",0.0602094136023905
"CASQ1",0.0602227881910525
"THSD4",0.0602973280769662
"CRB2",0.0605314550491636
"P2RX3",0.0606717309601516
"GPR83",0.0608188480124543
"NDUFA7",0.0609303243092846
"MMP1",0.0609932896055808
"KCNG2",0.0610997611049841
"SLC39A8",0.0611026773084858
"ADCY3",0.0611273476329094
"SLC45A1",0.0613493015685504
"ZNF257",0.0613493618051956
"NRSN1",0.0613568796935094
"WNT7B",0.061374260813773
"SLC26A10",0.0613827918116537
"FGF12",0.0614431631636394
"SCARF1",0.0614490586527593
"AQP10",0.061533329420401
"NEB",0.0616367223974538
"NOTCH3",0.0616688363342198
"KCNK5",0.0616797904935696
"CXCR3",0.0617434873645464
"GHRL",0.0618493026872252
"PDE8B",0.0618503237575168
"PPP1R36",0.061916462869604
"CSF3",0.061977158814828
"WNT2B",0.0620199962448489
"RGS9BP",0.0620479325050808
"SEC14L4",0.0620965270001221
"SEPT4",0.0621047093007499
"FAM189A1",0.0621482263887428
"SLCO2A1",0.0622277514019807
"PCDH19",0.0624090348853042
"ATP6V1C2",0.0625692862884348
"CNTD1",0.0626460114228155
"FANK1",0.0626532682220345
"GNAT3",0.062666390122531
"RAB40AL",0.0627924043359776
"TLR3",0.0628123689394029
"HDX",0.0629145889567621
"RDM1",0.0629211460729339
"CLUL1",0.0629324621659034
"LMO1",0.06293493977978
"KLHL29",0.0629652290567373
"SPRY3",0.0630878181669582
"NCKAP5",0.0631633558995068
"SHOX2",0.0631884033150372
"SNED1",0.0634744126662934
"EMILIN3",0.0636095698630669
"ATOH7",0.0636316983480633
"STARD10",0.063691757067115
"LENEP",0.063978313418499
"HSD17B13",0.0639935155673028
"PSAPL1",0.0640377078380318
"WFDC3",0.0641788530897802
"LRRC36",0.0643310271411086
"CORO6",0.0643567000102802
"CATSPER1",0.0643922895793101
"CCDC152",0.06447688120213
"RAB38",0.0645438250820628
"OTOS",0.064642867415098
"TLL2",0.0647499045898951
"HIGD1C",0.064879644332411
"PRM2",0.0649065330668998
"DNAH12",0.0649851943202942
"ARHGAP30",0.0650440233326973
"CD70",0.065056756024106
"VRTN",0.0651794906344377
"SAMD13",0.0651891574782723
"ZNF575",0.065274667711046
"AMOTL1",0.0654789495282555
"TLE6",0.0655159238195371
"CAMK2A",0.0656044114100209
"TEPP",0.0656873174363988
"CRYGC",0.0658273135714378
"FOLR3",0.0659784429731847
"LPAR5",0.0661096216090046
"LECT2",0.0663123070267009
"LGALS4",0.066319960024517
"PEAR1",0.066434592147764
"CCDC78",0.0665169929216894
"TRPV3",0.0666072014258109
"CAPN8",0.0666236071934419
"NRIP3",0.0666811118636808
"ECT2L",0.0668401699272825
"ANKRD44",0.0670247698099075
"ANKRD2",0.0670620801586336
"PSG9",0.0670804282995524
"TMEM158",0.0671212287252913
"KLC3",0.0673854984479273
"TEKT2",0.0674133111830147
"CHRNA7",0.0674277821501869
"MPP4",0.067462854333078
"SEMA5B",0.0676810616280672
"CLEC18B",0.0677368893260475
"TMCC2",0.0678533643967651
"IQCJ-SCHIP1",0.0679452835877495
"ENOX1",0.0679838925822997
"P2RY6",0.0680401708527992
"GPR161",0.0680494136406383
"SHD",0.0680593380130959
"RASA3",0.0684617844586123
"ZNF26",0.0684867383296054
"ZNF648",0.0685003375509846
"CTRB2",0.0685410470563532
"GRIP2",0.0686425815116189
"RSAD2",0.0686928070007117
"GATA1",0.0688953605626663
"TP53TG5",0.068923139114951
"MAGEA6",0.0689746877037163
"ARL11",0.0690531903373515
"TMEM95",0.0690614138001908
"TNNT2",0.0690627550138206
"TTLL9",0.0691280663885488
"DYNC1I1",0.0691931915729835
"APOBEC2",0.0692538873722085
"PDILT",0.0692872408992741
"BANF2",0.0693485575618467
"SEPT1",0.0695462040501339
"TNFRSF13C",0.0696739129780372
"MOV10L1",0.0698147434637215
"KRTAP2-3",0.0700062079891389
"NR4A2",0.0701862172641414
"C15orf48",0.0701878467749289
"PAMR1",0.070211590985327
"FAM13C",0.0704249499525139
"WNT5B",0.0704898713154532
"TGFB2",0.0705384189802508
"AGRP",0.0706985179722848
"DUOXA1",0.0707942807392511
"VAMP2",0.0709648400142918
"CHRDL2",0.0709733750473819
"MAP4K1",0.0711706498118362
"CD207",0.0712657895888146
"PDIA2",0.0713169898460461
"ACAP1",0.0713768445787516
"KCNH4",0.0714039787339386
"SPATA12",0.0714908576235008
"HS6ST2",0.071491892006704
"HIST1H2AM",0.0715826399719442
"OAS2",0.0718667685472365
"THEMIS2",0.0718746816107014
"LPA",0.0719110236114215
"GLYATL1",0.0719553867977676
"GPR176",0.0722276127505964
"WNT8B",0.0723119948360131
"INA",0.07232369676798
"LRRC37A",0.072678327445723
"NSUN7",0.0728510388525426
"ARHGAP6",0.0729574520505706
"TREX2",0.0729606093726825
"ID4",0.0730402437871086
"NDST2",0.0730581096229127
"SLC22A13",0.0731040606500848
"DLX2",0.0732100326640386
"ADH1C",0.0733244759163719
"NPHS1",0.0735472356162636
"C2orf50",0.07360291089565
"PTK6",0.0736138919741623
"SCN2B",0.0737596441009932
"IFITM10",0.073769836820244
"NPR1",0.0738379627257799
"FGF13",0.0738826813589325
"NKX3-2",0.0740479342229226
"THRSP",0.0743180102407633
"RGR",0.0743390193721539
"APOBEC3F",0.0745504895542506
"SLC1A7",0.0746143316408479
"TRIM40",0.0747856487666731
"PRDM12",0.0749333719507025
"SKOR1",0.0751070042302231
"PMEPA1",0.0751579336740949
"RND2",0.0752399142034872
"DKK3",0.0754135268583637
"RNASE4",0.0754246124461265
"SLC35F3",0.0756471634224977
"CIB3",0.0757004028730078
"LRRC25",0.075718042765231
"ARHGEF33",0.0758295151890606
"HIST2H2AA4",0.0759406232579416
"AMZ1",0.0759494531475896
"THSD1",0.0762820086252047
"CTRB1",0.0762892054144127
"C17orf100",0.0764494024950162
"APOBR",0.0766245538399123
"ME3",0.0770966743496151
"GPS2",0.077208744054181
"RHOV",0.0773635560164828
"C4orf19",0.0774450552274726
"ACVR1C",0.0775222920585307
"CHST6",0.0781060987703114
"TMEM191C",0.0781630400955885
"IL37",0.078267472672081
"LRRN4CL",0.0786288983136536
"ZBED2",0.078668934900529
"TFPI2",0.0787468482366044
"WNT9B",0.0787915153901257
"DNM1",0.0788661750880163
"FRMD4A",0.0788866171611434
"KCNIP4",0.0789064613232461
"SLC1A3",0.0789312069721095
"MYO18B",0.0789351222876735
"OOEP",0.0789458334132687
"RAB24",0.07898015917803
"CMYA5",0.0790451082875985
"C22orf31",0.0790534661861877
"NRGN",0.0791647756651409
"CCDC89",0.0792838157919406
"ADAMTS4",0.0794773925824829
"ANKRD29",0.079478972948791
"ERC2",0.0795433660224579
"ELN",0.0795784764089778
"SPNS3",0.0798413495745814
"FAM78A",0.0800721922576858
"EPB42",0.0800758339999108
"WNT9A",0.0801182307544117
"ARHGAP23",0.0801223309016239
"MMP2",0.0801602891353921
"VSX1",0.0804102587637439
"GFPT2",0.0807846392552047
"TANC2",0.08091820320017
"TMED7",0.0809560294604994
"HLX",0.0810630862727126
"CPA1",0.0812896008510666
"S100A5",0.0813178304240288
"CCDC3",0.0813732559405966
"CETP",0.0814253924942897
"AKR7L",0.0814689382586648
"CELA3A",0.0815051396021151
"ACHE",0.0815709277746112
"PAX6",0.0816806368485274
"KLRD1",0.0818176071354056
"SLIT2",0.0819420095021774
"C6orf223",0.0819659148220229
"TCP10",0.0821081826728972
"ANGPTL5",0.0821418138171805
"IQCH",0.0822184432336402
"CLIP3",0.0822966152155787
"TSKS",0.0822972593920787
"OSBPL6",0.0823374687857165
"FOXD4L3",0.0823891364403969
"WNT10B",0.0823989025438013
"STRA6",0.0824247360445221
"SPRED3",0.0824308997667662
"CCDC151",0.082564564973938
"BMP2",0.0826867549779961
"MZB1",0.0826956359652379
"MMP28",0.0829336262901483
"RGPD3",0.0829646521490046
"MYO1F",0.0829874200507077
"NAV3",0.0833383276046108
"TTLL2",0.0833455918377501
"SPECC1",0.0834310380541904
"DDX19B",0.0836124887474081
"CHRFAM7A",0.0836850786054853
"C9orf66",0.0838057805253824
"KRT39",0.083847708851967
"LRRC46",0.0840312346286941
"PRR19",0.0842017612770976
"MLLT11",0.0843763484294268
"SPEF1",0.0844258938314415
"TRIM54",0.0844873311108093
"NPIPB9",0.0844965669646358
"GLIS1",0.0845627123856307
"TSHZ2",0.0846372461313979
"CYP26B1",0.084751438411407
"ANKRD6",0.0847920233235119
"SH3RF3",0.0848089156071644
"ACRBP",0.0848993055817441
"WT1",0.0849816049862423
"MMP19",0.0850275248673519
"ZNF418",0.0850739301165422
"GALNT8",0.0850783920706128
"PLAGL1",0.0852267119296223
"TMEM247",0.0853493488996156
"DGKI",0.0853554400358657
"ZBTB7C",0.0854478320068375
"DOC2B",0.0854787801298779
"GRID1",0.0855120380623526
"COL4A2",0.085531552403951
"KRT37",0.0855746255322327
"MPL",0.0857309646816174
"SLC16A2",0.0858822323088119
"HSF4",0.0858942940025884
"PLEKHG1",0.0860097037776998
"SEC16B",0.086010649390349
"ZMYND10",0.0860446992405216
"ITGAM",0.0860614185149818
"GRIN3B",0.0862144000760111
"ZNF343",0.0864262301769731
"JPH4",0.0866862804534784
"C8orf88",0.0868066815940737
"RTN1",0.0869061738870923
"FAM153B",0.0871080441994266
"FAM169B",0.0871587301973636
"XG",0.0871690425307721
"KIAA1755",0.0876347943270302
"DNAJB4",0.0876354177631877
"NOTCH4",0.0876744349490425
"TEKT3",0.0876775147307108
"CYP2C9",0.0877452633298962
"EGR3",0.0878216125054181
"DENND1C",0.087926888790729
"GRID2IP",0.0880400720587663
"ARL10",0.0885120205494979
"GJB2",0.08860392421084
"ZNF423",0.0886220964089722
"ALPL",0.088638800471809
"RASSF6",0.0889398854029961
"NUTM2A",0.089115543894696
"ANXA1",0.0891977827717734
"TLX2",0.0891999490270295
"UPK1A",0.089221943548314
"PLGLB1",0.0894037497091709
"HIST1H3A",0.0895086637815376
"SULT2B1",0.0895716675757705
"DKK2",0.0895977868060555
"GIMD1",0.0897252346763273
"BCL2",0.0897580309463565
"COX14",0.0898178878104389
"HS6ST3",0.089900273992257
"BMP6",0.0901681057882265
"PODXL",0.0901697835742137
"DNLZ",0.090306129821739
"APOBEC3C",0.0903642785608431
"A4GALT",0.0904525310800857
"LTB",0.0905317781401009
"NBPF24",0.0907214031464172
"SLC35G5",0.0908146095646307
"POPDC3",0.0909162737565711
"ZNF843",0.0909545212753108
"F9",0.0909654349304221
"PSCA",0.0912607130109264
"DRC1",0.0913291741064948
"AKAP5",0.0913503612371234
"KRT81",0.0914019899989299
"HTRA1",0.0914171471528832
"KHDRBS2",0.0914747747977652
"PIP5KL1",0.0917101320123962
"CD52",0.0918420932048339
"PRDM6",0.0920779108339717
"AHNAK2",0.0922182037835278
"PZP",0.0922278792288105
"CLEC10A",0.0924977466527006
"GPR155",0.0925155531251751
"GNB3",0.0926104847774455
"PCLO",0.0926606858700312
"SERPINA12",0.0926830244518232
"FBLN5",0.0927166284562787
"TTLL3",0.0929945010673199
"OLAH",0.0930677973042666
"TRPM6",0.0930709405145171
"STX11",0.0931041714285222
"HSPA2",0.0934784772594466
"MEIOB",0.0935753408139102
"FAM21B",0.0937373727363083
"FSD1",0.0938225757118568
"CHRM4",0.0938555680225035
"TMIGD1",0.0939533988849987
"ANKRD33B",0.0942072791469684
"ODF3L2",0.094221482488355
"RAB25",0.0943322131952427
"GCNT1",0.0944532250074299
"MSMB",0.0945148692693988
"BRINP2",0.0945249406946602
"STAB1",0.0947072174865317
"KCNQ4",0.094830125054545
"SDR42E1",0.0948645122339218
"CRYBB2",0.0948671874248142
"ZNF320",0.0949018039943186
"SLC17A8",0.0950590127040141
"LGR6",0.0950660528883066
"TLE2",0.0950898772108635
"MTMR8",0.0951111169932258
"CTXN1",0.0953673631210402
"CSMD3",0.0955573214838805
"RBM34",0.0957898388892546
"TMOD1",0.095837209684678
"SCN4B",0.095876970229855
"EFCC1",0.0959521719156893
"HCST",0.0959800213207222
"CCL5",0.0960217020082109
"TNFRSF25",0.0961015484274552
"CYBRD1",0.0962509763192662
"TGM5",0.0964899056648438
"PROCA1",0.0966695683699795
"HERC5",0.0967067342374931
"PAGE1",0.0967328753827747
"KLHL13",0.0971357824481159
"KLHDC8A",0.0972039118697804
"VMO1",0.0973590989068599
"FER1L5",0.0974534637361955
"TEX35",0.0975874989550981
"OR2F2",0.0978321546927719
"CAPN9",0.0981097009202027
"MYL7",0.098396614681135
"SCD5",0.0984378211761982
"NOL4",0.0985420402574601
"GALT",0.0985659797095706
"CCDC62",0.098584659973942
"ITGB7",0.0987047921905216
"HAO1",0.0989855238664328
"TRIM55",0.0991596577166139
"KNDC1",0.0991843101774924
"SLC15A2",0.0992811728323498
"GJD3",0.0994969098122982
"IL31RA",0.099628108195231
"TTC39A",0.0996463670934078
"ARHGAP15",0.0998628721781916
"RNF224",0.0999318563295473
"FZD2",0.100085434706539
"SFRP5",0.100096230663164
"SEMA4D",0.100151008043857
"RUNX3",0.100241424219514
"CNGA4",0.100338623448175
"SLURP1",0.100406568131782
"ANKRD61",0.100415730039812
"TPRG1",0.100473049090006
"BFSP2",0.100657811690334
"LCTL",0.100919878828679
"GCM1",0.101057630447288
"MEP1A",0.101270926046588
"DSC3",0.101399068900353
"POLD4",0.101434020080746
"C16orf96",0.10148725819486
"ZNF814",0.101601701440594
"SNX32",0.101630435153542
"CCDC81",0.101680312272538
"ZNF618",0.101684729252132
"KIAA1614",0.101698805744975
"SLC6A16",0.101711428309458
"TNFAIP2",0.101724494673623
"CSNK2B",0.101995040343794
"DEGS2",0.10218727128667
"MGAM",0.102286223367556
"OXT",0.102493722503775
"PRSS22",0.102578090858023
"ADAMTS7",0.10258228279325
"GRAMD1B",0.102622822854965
"MYLPF",0.102643424453909
"OCA2",0.102687503630856
"LCE1E",0.102796052036463
"ERAS",0.102831321476728
"TSPAN32",0.103628361074179
"C15orf65",0.103951016131542
"ACTN2",0.104105064720394
"UNC79",0.10426663556082
"MT1M",0.104685695030547
"MCHR1",0.104707642959869
"EIF5AL1",0.104724341842658
"AMACR",0.104730634075549
"EVPLL",0.104800122129862
"CAND2",0.104807816350002
"CHI3L1",0.104824472948701
"FAM209B",0.104874766579719
"NAGLU",0.104928375261445
"MAN1C1",0.104968081128797
"MGAT5B",0.104975611193632
"LCE1F",0.105009187602579
"DPP10",0.105062172710034
"DKKL1",0.105253907326362
"LAMC3",0.105321459608973
"ITGA2B",0.105611097324843
"EPSTI1",0.105817947622317
"NPIPB6",0.106071993426736
"SYT15",0.106077366480084
"ZAP70",0.106092437860117
